Name,Category,Address,City,State,Zipcode,Phone,Latitude,Longitude
"N STREET VILLAGE, INC.",Restaurant,1333 N ST NW ,WASHINGTON,DC,20005,2029392073,38.90756608,-77.03142561
SBARRO AMERICA INC.,Restaurant,1300 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20004,2023716588,38.89493993,-77.03021187
HOWARD UNIVERSITY (THE),Restaurant,2400 6TH ST NW ,WASHINGTON,DC,20001,2028063400,38.92312843,-77.02161949
"MANHATTAN MARKET, INC.",Delicatessen,2647 CONNECTICUT AVE NW ,WASHINGTON,DC,20008,2029864774,38.92488467,-77.05199842
SOUTHEAST PIZZA INC,Delicatessen,417 8TH ST SE ,WASHINGTON,DC,20003,2025462900,38.88315025,-76.99525635
LIU GUO QIANG,Delicatessen,2123 RHODE ISLAND AVE NE ,WASHINGTON,DC,20018,2022694547,38.92978557,-76.9740603
PEKING GARDEN CARRYOUT,Delicatessen,2008 18TH ST NW ,WASHINGTON,DC,20009,2025880088,38.91731271,-77.04188944
MANGIALARDO AND SONS INC,Delicatessen,1317 PENNSYLVANIA AVE SE ,WASHINGTON,DC,20003,2023317120,38.88088553,-76.98772392
CHECKERS DRIVE-IN RESTAURANT,Delicatessen,2300 NEW YORK AVE NE ,WASHINGTON,DC,20002,2022699377,38.91768088,-76.97187265
"GIANT OF MARYLAND, LLC",Delicatessen,1345 PARK RD NW ,WASHINGTON,DC,20010,3013414387,38.93106932,-77.03164599
THE CORNER MARKET,Delicatessen,400 EAST CAPITOL ST NE ,WASHINGTON,DC,20003,2025431122,38.89006706,-77.00037392
SO'S YOUR MOM CORPORATION,Delicatessen,1831 COLUMBIA RD NW ,WASHINGTON,DC,20009,2024623666,38.92169565,-77.04377399
LEE'S BRUNCH,Delicatessen,2221 MINNESOTA AVE SE ,WASHINGTON,DC,20020,2025822285,38.8716672,-76.97382825
MELLON MARKET,Delicatessen,2921 MARTIN LUTHER KING J AVE SE ,WASHINGTON,DC,20032,2026693774,38.84547992,-76.99744293
SUPER TACOS & BAKERY,Delicatessen,1762 COLUMBIA RD NW ,WASHINGTON,DC,20009,2408881439,38.92355718,-77.04090424
VIDA FITNESS,Delicatessen,1515 15TH ST NW ,WASHINGTON,DC,20005,2029392566,38.90997196,-77.03424698
LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,Delicatessen,1500 SOUTH CAPITOL ST SE ,WASHINGTON,DC,20003,2026407939,38.87235978,-77.00852675
ARAMARK ENTERTAINMENT LLC,Delicatessen,601 F ST NW ,WASHINGTON,DC,20004,2026615155,38.8980785153,-77.0209572291
"TEAM WASHINGTON, INC. #4326",Delicatessen,900 M ST SE ,WASHINGTON,DC,20003,7037347080,38.87669126,-76.99342543
"PAIK PRODUCE, INC.",Delicatessen,225 7TH ST SE ,WASHINGTON,DC,20003,2023441536,38.88641312,-76.99646843
LIN RESTAURANT INC,Delicatessen,3917 SOUTH CAPITOL ST SW ,WASHINGTON,DC,20032,2025626300,38.83215225,-77.00868146
MANNY & OLGA'S PIZZA,Delicatessen,3624 GEORGIA AVE NW ,WASHINGTON,DC,20010,2027231850,38.9347721,-77.02432378
PANERA LLC,Caterers,601 13TH ST NW ,WASHINGTON,DC,20005,Not Available,38.89784245,-77.02914089
HAIFA FOODS INC,Delicatessen,1300 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20004,Not Available,38.89493993,-77.03021187
FISH & RICE LLC,Delicatessen,2201 2221 I ST NW ,WASHINGTON,DC,,Not Available,38.90091112,-77.04906762
HYUN INC,Delicatessen,5435 MACARTHUR BLVD NW ,WASHINGTON,DC,20016,Not Available,38.92989942,-77.10644306
COUNTER CULTURE LLC,Delicatessen,2029 P ST NW ,WASHINGTON,DC,20036,2028222066,38.90983404,-77.04626833
JS Enterprise Inc.,Delicatessen,1540 BENNING RD NE ,WASHINGTON,DC,20002,Not Available,38.90043284,-76.98071541
EACH PEACH MARKET,Delicatessen,3068 MOUNT PLEASANT ST NW ,WASHINGTON,DC,20009,Not Available,38.92854063,-77.03751818
MCO INC,Delicatessen,129 15TH ST SE ,WASHINGTON,DC,20003,2025473902,38.88791296,-76.98394452
Unknown,Delicatessen,2103 ALABAMA AVE SE ,WASHINGTON,DC,20020,2028893199,38.85051262,-76.9749893
PAPA JOHNS PIZZA,Delicatessen,5764 GEORGIA AVE NW ,WASHINGTON,DC,20011,3012925299,38.96004906,-77.02834748
DISTRICT FISHWIFE (THE)  LLC,Delicatessen,1309 5TH ST NE ,WASHINGTON,DC,20002,Not Available,38.90871669,-76.99765027
3RD & K STREET MARKET INC,Delicatessen,1000 3RD RD SE ,WASHINGTON,DC,20003,2404753272,38.87827535,-77.00181064
HARRIS TEETER #231,Delicatessen,1631 KALORAMA RD NW ,WASHINGTON,DC,20009,Not Available,38.92196671,-77.03846171
DISTRICT HOSPITAL PARTNES L.P.,Delicatessen,900 23RD ST NW ,WASHINGTON,DC,20037,Not Available,38.9013080732,-77.0507134528
CHARLEYS UNION STATION LLC.,Delicatessen,50 MASSACHUSETTS AVE NE ,WASHINGTON,DC,20002,Not Available,38.89761945,-77.00617579
"VALENCIA INVESTMENTS, LLC.",Delicatessen,3306 14TH ST NW ,WASHINGTON,DC,20010,Not Available,38.93053482,-77.03295811
DAILY 14 MART,Delicatessen,1135 14TH ST NW ,WASHINGTON,DC,20005,Not Available,38.90488567,-77.03169064
STARBUCKS CORPORATION,Delicatessen,999 9TH ST NW ,WASHINGTON,DC,20001,Not Available,38.90182806,-77.02368828
ALABAMA CONVENIENCE,Delicatessen,2209 ALABAMA AVE SE ,WASHINGTON,DC,20020,Not Available,38.85066936,-76.97370209
QW 77H INC.,Delicatessen,81 H ST NW ,WASHINGTON,DC,20001,Not Available,38.90040352,-77.01138854
"E & C MID-ATLANTIC VENTURES, LLC.",Delicatessen,2830 SHERMAN AVE NW ,WASHINGTON,DC,20001,Not Available,38.92659359,-77.0263514
GAKYU LLC,Delicatessen,1420 NEW YORK AVE NW ,WASHINGTON,DC,20005,Not Available,38.89883687,-77.03284605
RICE BAR CAPITAL GALLERY,Delicatessen,600 MARYLAND AVE SW ,WASHINGTON,DC,20024,Not Available,38.88604518,-77.0206984
FISHSCALE INC,Delicatessen,637 FLORIDA AVE NW ,WASHINGTON,DC,20001,Not Available,38.91621642,-77.02120713
"FRANKLIN KIOSK, LLC.",Delicatessen,1099 16TH ST NW ,WASHINGTON,DC,20005,Not Available,0.0,0.0
YEUNG FONG INC,Delicatessen,1701 NORTH CAPITOL ST NE ,WASHINGTON,DC,20002,Not Available,38.91274546,-77.00873555
SPICE CHINA TOWN LLC,Delicatessen,740 6TH ST NW ,WASHINGTON,DC,20001,Not Available,38.89941033,-77.02021025
MDI-DC LLC,Delicatessen,3110 MOUNT PLEASANT ST NW ,WASHINGTON,DC,20010,Not Available,38.9291761,-77.03781168
Singh & Sons Inc,Delicatessen,4020 MINNESOTA AVE NE ,WASHINGTON,DC,20019,Not Available,38.89592416,-76.94893498
LEVY @ DC UNITED - BUTTERFLY TACO,Delicatessen,100 POTOMAC AVE SW ,WASHINGTON,DC,20024,Not Available,38.86906896,-77.01238121
LEVY @ DC UNITED - DISTRICT DOG CO.,Delicatessen,100 POTOMAC AVE SW ,WASHINGTON,DC,20024,Not Available,38.86906896,-77.01238121
LEVY @ DC UNITED - BLACK & RED GRILL,Delicatessen,100 POTOMAC AVE SW ,WASHINGTON,DC,20024,Not Available,38.86906896,-77.01238121
Team Washington Inc,Delicatessen,208 MICHIGAN AVE NE ,WASHINGTON,DC,20017,Not Available,38.92972918,-77.00436397
MG USA LLC,Delicatessen,2149 QUEENS CHAPEL RD NE ,WASHINGTON,DC,20018,Not Available,38.92042745,-76.97280908
ARAMARK SPORTS AND ENTERTAINMENT SERVICES LLC,Delicatessen,801 MOUNT VERNON PL NW ,WASHINGTON,DC,20001,Not Available,38.90358717,-77.02310078
EAT BRGZ 1 LLC,Delicatessen,250 7TH ST SE ,WASHINGTON,DC,20003,Not Available,38.88617459,-76.99596303
DUA DUA LLC.,Delicatessen,923 15TH ST NW ,WASHINGTON,DC,20005,Not Available,38.90192246,-77.0332972
iFOOD 1701 LLC,Delicatessen,1701 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20006,Not Available,38.89933664,-77.03982446
THE CREAMERY LLC,Delicatessen,1309 5TH ST NE ,WASHINGTON,DC,20002,Not Available,38.90871669,-76.99765027
Call Your Mother Deli,Delicatessen,3428 O ST NW ,WASHINGTON,DC,20007,Not Available,38.90763027,-77.06887242
"American Best Chicken and Waffle, LLC",Delicatessen,380 EASTERN AVE NE ,WASHINGTON,DC,20019,Not Available,38.89467189,-76.9120174
La Casita Pupuseria & Comedor,Delicatessen,1280 4TH ST NE ,WASHINGTON,DC,20002,Not Available,38.90885456,-76.99959174
Gregorys Coffee,Delicatessen,1111 NEW JERSEY AVE SE ,WASHINGTON,DC,20003,Not Available,38.8770269,-77.00482403
"Everyday Sundae, LLC",Delicatessen,713 KENNEDY ST NW ,WASHINGTON,DC,20011,Not Available,38.95655495,-77.02292862
"FILTER COFFEEHOUSE DC, LLC.",Delicatessen,1919 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20006,Not Available,38.90091347,-77.04430803
"Nagaria Enterprises, LLC.",Delicatessen,3001 CONNECTICUT AVE NW ,WASHINGTON,DC,20008,Not Available,38.93060711,-77.05437784
721 Shop & Run Inc,Delicatessen,721 H ST NE ,WASHINGTON,DC,20002,Not Available,38.9000402519,-76.995360015
Coin Des Poetes,Delicatessen,1800 WYOMING AVE NW ,WASHINGTON,DC,20009,Not Available,38.91862135,-77.04188421
Jaddi's Catering LLC,Delicatessen,2800 10TH ST NE ,WASHINGTON,DC,20017,Not Available,38.92581574,-76.99276286
DC BRAU BREWING LLC,Delicatessen,3178 BLADENSBURG RD NE ,WASHINGTON,DC,20018,Not Available,38.92971771,-76.96019836
"Compass Group USA, Inc.",Delicatessen,2121 H ST NW ,WASHINGTON,DC,20052,Not Available,38.90000598,-77.04778967
1413 Yum's,Delicatessen,1413 14TH ST NW ,WASHINGTON,DC,20005-3704,Not Available,38.90942452,-77.03169761
Calypso ICC LLC,Delicatessen,1730 TRINIDAD AVE NE ,WASHINGTON,DC,20002,Not Available,38.90862826,-76.98275058
Plaza Teontepec Cocina Y Taqueria,Delicatessen,6214 GEORGIA AVE NW ,WASHINGTON,DC,20011,Not Available,38.9654515,-77.02792454
Uptown Cafe,Delicatessen,131 M ST NE ,WASHINGTON,DC,20002,Not Available,38.9051642,-77.00466741
"ishika,inc",Delicatessen,470 L'ENFANT PLZ SW ,WASHINGTON,DC,20024,Not Available,38.88413801,-77.02434075
VAN LEEUWEN GEORGETOWN DC LLC,Delicatessen,3245 PROSPECT ST NW ,WASHINGTON,DC,20007,Not Available,38.90613275,-77.06329707
"FIGFOG, LLC",Delicatessen,3109 MARTIN LUTHER KING J AVE SE ,WASHINGTON,DC,20032,Not Available,38.84367231,-76.99958347
MKZ BARKAT LLC,Delicatessen,925 BRENTWOOD RD NE ,WASHINGTON,DC,20018,Not Available,38.91755737,-76.99287924
For Five 80 M LLC.,Delicatessen,80 M ST SE ,WASHINGTON,DC,20003,Not Available,38.87702791,-77.00635875
"D&B Enterprise, LLC",Delicatessen,3710 MINNESOTA AVE NE ,WASHINGTON,DC,20019,Not Available,38.8910085,-76.95269679
"Compass Group USA, Inc.",Delicatessen,800 21ST ST NW ,WASHINGTON,DC,20052,Not Available,38.89989467,-77.0471982
Compass Coffee,Delicatessen,435 11TH ST NW ,WASHINGTON,DC,20004,Not Available,38.8959615,-77.02680718
Adil and Abir DC 20 LLC.,Delicatessen,2409 BENNING RD NE ,WASHINGTON,DC,20002,Not Available,38.8978696,-76.9718098
Tahmina Hospitality Group LLC,Delicatessen,3502 12TH ST NE ,WASHINGTON,DC,20017,Not Available,38.9327316994,-76.9912137911
"The Halal Guys Union Station, LLC",Delicatessen,50 MASSACHUSETTS AVE NE ,WASHINGTON,DC,20002,Not Available,38.89761945,-77.00617579
29147 LLC,Delicatessen,2000 5TH ST NE ,WASHINGTON,DC,20002,Not Available,38.91713131,-76.9998403
7-ELEVEN INC,Delicatessen,1501 INDEPENDENCE AVE SE ,WASHINGTON,DC,20003,Not Available,38.88744304,-76.98345385
D&S Franchising LLC,Delicatessen,901 7TH ST NW ,WASHINGTON,DC,20001,Not Available,38.9010632,-77.02159078
FOOD FACTORY,Delicatessen,2000 5TH ST NE ,WASHINGTON,DC,20002,Not Available,38.91713131,-76.9998403
crespo's taqueria,Delicatessen,2000 5TH ST NE ,WASHINGTON,DC,20002,Not Available,38.91713131,-76.9998403
Pitango Otto LLC.,Delicatessen,605 WHARF ST SW ,WASHINGTON,DC,20024,Not Available,38.87672862,-77.02167262
The Charmery,Delicatessen,7175 12TH ST NW ,WASHINGTON,DC,20012,Not Available,38.97691224,-77.02761513
JIJIN INC T/A BREADME CAFE,Delicatessen,1117 10TH ST NW ,WASHINGTON,DC,20001,Not Available,38.90478039,-77.02572262
Cori's Modern Kitchen + Bar,Delicatessen,2000 5TH ST NE ,WASHINGTON,DC,20002,Not Available,38.91713131,-76.9998403
SPEEDY SNACK LLC,Delicatessen,906 F ST NW ,WASHINGTON,DC,20004,Not Available,38.89712821,-77.02458104
Caribbean Creations LLC,Delicatessen,2000 5TH ST NE ,WASHINGTON,DC,20002,Not Available,38.91713131,-76.9998403
Jaliyaa Coffee,Delicatessen,670 RHODE ISLAND AVE NE ,WASHINGTON,DC,20002,Not Available,38.92210939,-76.99691248
Westchester Market,Food Products,4000 CATHEDRAL AVE NW ,WASHINGTON,DC,20016,Not Available,38.9284286,-77.07981487
AKI & MULLER CORPORATION,Grocery Store,4133 WHEELER RD SE ,WASHINGTON,DC,20032,2025610750,38.83355613,-76.99021453
NAI Saturn Eastern LLC,Grocery Store,3830 GEORGIA AVE NW ,WASHINGTON,DC,20011,Not Available,38.93844891,-77.02485654
AHOLD USA LICENSING DEPARTMENT,Restaurant,1400 7TH ST NW ,WASHINGTON,DC,20001,7172407541,38.90892551,-77.02222406
Paste & Rind LLC,Restaurant,904 H ST NE ,WASHINGTON,DC,20002,Not Available,38.90041308,-76.99343811
2501 PENN LLC.,Gasoline Dealer,2501 PENNSYLVANIA AVE SE ,WASHINGTON,DC,20020,Not Available,38.87298301,-76.97058808
411 New York Ave Holdings LLC,Hotel,411 NEW YORK AVE NE ,WASHINGTON,DC,20002,Not Available,38.91102165,-76.99749615
WINNER CO.,Food Products,1332 9TH ST NW ,WASHINGTON,DC,20001,2023283113,38.90831307,-77.02416545
NEW DA HSIN TRADING INC,Food Products,811 7TH ST NW ,WASHINGTON,DC,20001,2027894020,38.90019416,-77.02163928
S&S TRADING COMPANY INC.,Food Products,5420 NEW HAMPSHIRE AVE NW ,WASHINGTON,DC,20011,2027228863,38.95632842,-77.0099395
SHREE CORPORATION,Food Products,1726 COLUMBIA RD NW ,WASHINGTON,DC,20009,2022655066,38.92437048,-77.0397553
BIG BEN LIQUORS,Food Products,1300 NORTH CAPITOL ST NW ,WASHINGTON,DC,20009,2025889250,38.90748166,-77.00931553
TRAVELTRADERS HOTEL STORES INC.,Food Products,1919 CONNECTICUT AVE NW ,WASHINGTON,DC,20009,7863882500,38.91646431,-77.04523681
FLEET FEET SPORTS,Food Products,1841 COLUMBIA RD NW ,WASHINGTON,DC,20009,2023873888,38.92148816,-77.04383394
DISTRICT OF COLUMBIA CVS PHARMACY LLC,Food Products,3031 14TH ST NW ,WASHINGTON,DC,20009,2023324297,38.92846825,-77.03223105
DISTRICT OF COLUMBIA CVS PHARMACY LLC,Food Products,1100 NEW JERSEY AVE SE ,WASHINGTON,DC,20003,2024882364,38.8769516,-77.00394218
Nino's Bakery,Delicatessen,1310 L ST NW ,WASHINGTON,DC,20005,Not Available,38.90342658,-77.03046783
"Aishwarya DC Ventures LLC dba Papa John's Pizza, 3538",Delicatessen,1417 OTIS PL NW ,WASHINGTON,DC,20010,Not Available,38.93526082,-77.03337413
Sushi Do LLC,Delicatessen,616 23RD ST NW ,WASHINGTON,DC,20037,Not Available,38.89793869,-77.05040372
Greenberry's Coffee Co.,Delicatessen,1805 E ST NW ,WASHINGTON,DC,20006,Not Available,38.89619526,-77.04210805
The Wydown,Delicatessen,600 H ST NE ,WASHINGTON,DC,20002,Not Available,38.90040398,-76.99738735
Paste & Rind Cheese Co.,Delicatessen,1309 5TH ST NE ,WASHINGTON,DC,20002,Not Available,38.90871669,-76.99765027
PHARM PRO INC,Food Products,3001 P ST NW ,WASHINGTON,DC,20007,Not Available,38.90946661,-77.05937566
LUCY WEBB HAYES NATIONAL TRAINING SCHOOL,Food Products,5215 LOUGHBORO RD NW ,WASHINGTON,DC,20016,Not Available,38.93692927,-77.10749347
DREAM TWO LIQUOR INC,Food Products,3845 MINNESOTA AVE NE ,WASHINGTON,DC,20019,Not Available,38.89297819,-76.95033394
DIRECTOR OF FINANCE,Food Products,775 12TH ST NW ,WASHINGTON,DC,20005,Not Available,38.89931278,-77.02775201
2402 INC,Food Products,1301 13TH ST NW ,WASHINGTON,DC,20005,2022653005,38.90749717,-77.02935778
7 HOUSE CORPORATION,Food Products,4200 NANNIE HELEN BURROUG AVE NE ,WASHINGTON,DC,20019,Not Available,38.90202286,-76.94192704
YENE INCORPORATED,Food Products,5916 GEORGIA AVE NW ,WASHINGTON,DC,20011,2027261946,38.9617404166,-77.0282240022
HANN'S HARVARD INC,Food Products,2901 SHERMAN AVE NW ,WASHINGTON,DC,20001,Not Available,38.92698161,-77.02568531
Unknown,Food Products,50 MASSACHUSETTS AVE NE ,WASHINGTON,DC,20002,2019395050,38.89761945,-77.00617579
Ace's Lounge,Food Products,2737 MARTIN LUTHER KING J AVE SE ,WASHINGTON,DC,20032,Not Available,38.84719149,-76.99632281
ANGEL'S SHARE LLC,Food Products,1748 7TH ST NW ,WASHINGTON,DC,20001,Not Available,38.91393207,-77.02212669
Sip Wine & Spirits,Food Products,1212 NEW YORK AVE NW ,WASHINGTON,DC,20005,Not Available,38.90011139,-77.02875816
HP ACDC Hotel LP,Food Products,1330 MARYLAND AVE SW ,WASHINGTON,DC,20024,Not Available,38.88360211,-77.03044887
Bestway Liquors,Food Products,2011 14TH ST NW ,WASHINGTON,DC,20009,Not Available,38.91742288,-77.03165493
"STOP 4 ALL FOOD MART, INC.",Food Products,5001 GEORGIA AVE NW ,WASHINGTON,DC,20011,2025459570,38.95105384,-77.02690888
"WSC INC.,",Food Products,2201 ALABAMA AVE SE ,WASHINGTON,DC,20020,Not Available,38.85061086,-76.97396558
Big D Liquors,Food Products,4169 MINNESOTA AVE NE ,WASHINGTON,DC,20019,Not Available,38.90001376,-76.94459503
Sai Liquors LLC t/a Sammys Liquors,Food Products,2725 BLADENSBURG RD NE ,WASHINGTON,DC,20018,Not Available,38.92484834,-76.96520917
Shetab Enterprises LLC t/a Marthas Market,Food Products,2400 MINNESOTA AVE SE ,WASHINGTON,DC,20020,Not Available,38.87298047,-76.97224982
SUNdeVICH Growth Inc.,Restaurant,601 NEW JERSEY AVE NW ,WASHINGTON,DC,20001,Not Available,38.8978527,-77.01153315
Potbelly Sandwich Works LLC,Restaurant,1660 L ST NW ,WASHINGTON,DC,20036-5603,Not Available,38.90347188,-77.03807775
Primo Wharf LLC.,Restaurant,705 WHARF ST SW ,WASHINGTON,DC,20024,Not Available,38.8783443,-77.02383145
For Five Coffe Roasters,Restaurant,2001 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20006,Not Available,38.9016733,-77.04533165
ERCILIA'S RESTAURANT INCORPORATED,Restaurant,3070 MOUNT PLEASANT ST NW ,WASHINGTON,DC,20010,2023870909,38.928589,-77.03753193
"AOI, INC.",Restaurant,1100 NEW YORK AVE NW ,WASHINGTON,DC,20005,2026821111,38.9006693,-77.0274437
BOMBAY CLUB INC,Restaurant,815 CONNECTICUT AVE NW ,WASHINGTON,DC,20006,2026593727,38.9009754564,-77.0379716208
HISTORIC GEORGETOWN CLUB (THE),Restaurant,1530 WISCONSIN AVE NW ,WASHINGTON,DC,20007,2023339330,38.90960664,-77.06472938
PETE' S CARRY OUT INC,Restaurant,212 2ND ST SE ,WASHINGTON,DC,20003,2025447335,38.88699294,-77.00328574
AHA CORPORATION,Restaurant,1645 Q ST NW ,WASHINGTON,DC,20009,2023876622,38.91129434,-77.03817947
LA PLAZA INC,Restaurant,629 PENNSYLVANIA AVE SE ,WASHINGTON,DC,20003,2025469512,38.88479876,-76.99748163
NTL REPUB CLUB OF CAPITOL HILL,Restaurant,300 1ST ST SE ,WASHINGTON,DC,20003,2024844590,38.88579005,-77.00556701
WILLARD ASSOCIATES,Restaurant,1401 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20006,2026241700,38.89649258,-77.03234479
ELLA'S WOOD-FIRED PIZZA LLC,Restaurant,901 F ST NW ,WASHINGTON,DC,20004,2026383434,38.89754896,-77.02430993
THUNDER BURGER & BAR,Restaurant,3056 M ST NW ,WASHINGTON,DC,20007,2023332888,38.90497712,-77.06061475
INTERCONTINENTAL INC.,Restaurant,1100 NEW JERSEY AVE SE ,WASHINGTON,DC,20003,2024880112,38.8769516,-77.00394218
FURR INC,Restaurant,2228 NEW YORK AVE NE ,WASHINGTON,DC,20002,2025262835,38.91772413,-76.97344144
FOUR SEASONS HOTEL,Restaurant,2800 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20007,3126585000,38.9044499714,-77.0572264103
HYATT REGENCY WASHINGTON ,Restaurant,400 NEW JERSEY AVE NW ,WASHINGTON,DC,20001,2027371234,38.89521815,-77.01144269
EL RINCONCITO CAFE INC,Restaurant,1129 11TH ST NW ,WASHINGTON,DC,20001,2027894110,38.90541397,-77.02679402
COMPASS GROUP USA INC,Restaurant,800 FLORIDA AVE NE ,WASHINGTON,DC,20002,2025569150,38.90575333,-76.99488464
JACKEY CAFE,Restaurant,611 H ST NW ,WASHINGTON,DC,20001,2024088115,38.90005239,-77.02050014
ANCHOR MENTAL HEALTH,Restaurant,1001 LAWRENCE ST NE ,WASHINGTON,DC,20017,2026355900,38.93128746,-76.99210468
TWO AMYS LLC,Restaurant,3715 MACOMB ST NW ,WASHINGTON,DC,20016,2028855700,38.93369693,-77.07309365
"CSC, CHARITABLE SERVICES",Restaurant,3400 MARTIN LUTHER KING J AVE SE ,WASHINGTON,DC,20032,2027222300,38.84101325,-77.00308458
G H SUBWAY INC,Restaurant,525 SCHOOL ST SW ,WASHINGTON,DC,20024,2025548760,38.88413308,-77.01953006
1215 CT LLC.,Restaurant,1215 CONNECTICUT AVE NW ,WASHINGTON,DC,20036,2029555525,38.90640685,-77.0411198
CHOP'T CREATIVE SALAD COMPANY LLC,Restaurant,1105 19TH ST NW ,WASHINGTON,DC,20036,3015293645,38.90409871,-77.04317799
"SWEETGREEN CAPITOL HILL, LLC.",Restaurant,221 PENNSYLVANIA AVE SE ,WASHINGTON,DC,20003,2025479338,38.88702013,-77.00270045
MUNCHEEZ MIDDLE EASTERN FOOD,Restaurant,1071 WISCONSIN AVE NW ,WASHINGTON,DC,20007,2025673000,38.9046435,-77.06257058
BIG BOARD (THE),Restaurant,421 H ST NE ,WASHINGTON,DC,20002,Not Available,38.90006059,-76.99976552
NAI Saturn Eastern LLC.,Grocery Store,1855 WISCONSIN AVE NW ,WASHINGTON,DC,20007,Not Available,38.91618015,-77.06727374
BUSINESS LICENSES LLC,Restaurant,2301 GEORGIA AVE NW ,WASHINGTON,DC,20001,Not Available,38.92057871,-77.02164697
"PIZZETTI 824, INC.",Restaurant,1509 1511 17TH ST NW ,WASHINGTON,DC,20036,2023329200,38.91010713,-77.03818494
MCHAP INC T/A THE SALOON,Restaurant,1205 1207 U ST NW ,WASHINGTON,DC,20009,2024622640,38.9171736256,-77.0284866826
SODEXO MANAGEMENT INC,Restaurant,800 INDEPENDENCE AVE SW ,WASHINGTON,DC,20591,Not Available,38.88686495,-77.02294933
Unknown,Restaurant,1001 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20004,Not Available,38.89504695,-77.02650516
MENOMALE LLC,Restaurant,2711 12TH ST NE ,WASHINGTON,DC,20018,Not Available,38.92485103,-76.99016118
SHEMALI'S CAFE,Restaurant,3301 NEW MEXICO AVE NW ,WASHINGTON,DC,20016,2022447777,38.93364619,-77.08511638
JW MARRIOTT HOTEL,Restaurant,1331 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20004,Not Available,38.89636772,-77.0313718
"DIAMIONDROCK DC M STREET TENANT, LLC",Restaurant,1400 M ST NW ,WASHINGTON,DC,20005,Not Available,38.90531614,-77.0334361
MERIWETHER-GODSEY INC,Restaurant,4300 C ST SE ,WASHINGTON,DC,20019,Not Available,38.88713024,-76.94630306
Unknown,Restaurant,1560 WISCONSIN AVE NW ,WASHINGTON,DC,20007,Not Available,38.91033057,-77.06501828
SEASONS CULINARY SERVICES INC,Restaurant,400 7TH ST SW ,WASHINGTON,DC,20590,Not Available,38.88408154,-77.0215241
OYAMEL DC LLC,Restaurant,401 7TH ST NW ,WASHINGTON,DC,20004,Not Available,38.89494246,-77.02166697
SHAKE SHACK,Restaurant,800 F ST NW ,WASHINGTON,DC,20004,Not Available,38.89697903,-77.02328389
EINSTEIN AND NOAH CORP.,Restaurant,2233 WISCONSIN AVE NW ,WASHINGTON,DC,20007,Not Available,38.91994196,-77.07073994
CHIPOTLE MEXICAN GRILL INC.,Restaurant,1508 14TH ST NW ,WASHINGTON,DC,20005,3035954000,38.91000827,-77.03231437
TONY'S PLACE,Restaurant,1401 H ST NW ,WASHINGTON,DC,20002,Not Available,38.90052497,-77.03252162
IMA PIZZA STORE 9 LLC.,Restaurant,1005 E ST NW ,WASHINGTON,DC,20004,Not Available,38.896328,-77.0263567
HIP HOP FISH & CHICKEN-BENNING ROAD INC,Restaurant,2301 BENNING RD NE ,WASHINGTON,DC,20002,Not Available,38.89794972,-76.97273246
CHAPLIN RESTAURANT DC LLC,Restaurant,1501 9TH ST NW ,WASHINGTON,DC,20001,Not Available,38.90980146,-77.02371064
SODEXO MANAGEMENT INC,Restaurant,850 10TH ST NW ,WASHINGTON,DC,20001,Not Available,38.90060037,-77.0263637
Unknown,Restaurant,1550 7TH ST NW ,WASHINGTON,DC,20001,Not Available,38.91037685,-77.02220319
HUNAN DYNASTY,Restaurant,215 PENNSYLVANIA AVE SE ,WASHINGTON,DC,20003,Not Available,38.88700709,-77.00290112
LANDRY'S LICENSING DEPARTMENT,Restaurant,600 13TH ST NW ,WASHINGTON,DC,20005,Not Available,38.89784188,-77.02998
"ARAMARK SERVICES, INC",Restaurant,550 17TH ST NW ,WASHINGTON,DC,20429,Not Available,38.8970263,-77.04006318
Buffalo Wild Wings,Restaurant,1220 HALF ST SE ,WASHINGTON,DC,20003,Not Available,38.87583731,-77.00721294
OLIVER FOOD 8 INC,Restaurant,333 HAWAII AVE NE ,WASHINGTON,DC,20011,Not Available,38.94117064,-77.00081644
STARBUCKS CORPORATION,Restaurant,1304 F ST NW ,WASHINGTON,DC,20004,Not Available,38.89714975,-77.03005095
ELAINE'S ONE LLC.,Restaurant,715 8TH ST SE ,WASHINGTON,DC,20003,Not Available,38.88069988,-76.99533062
"HBGT, LLC",Restaurant,1035 31ST ST NW ,WASHINGTON,DC,20007,Not Available,38.90357104,-77.06089047
"CHIPOTLE MEXICAN GRILL OF COLORADO, LLC.",Restaurant,1010 VERMONT AVE NW ,WASHINGTON,DC,20005,Not Available,38.90307538,-77.03381734
801 RESTAURANT LLC,Restaurant,801 FLORIDA AVE NW ,WASHINGTON,DC,20001,Not Available,38.91695499,-77.02308228
MANHATTAN LAUNDRY DC LLC,Restaurant,1346 FLORIDA AVE NW ,WASHINGTON,DC,20009,2022137665,38.92001946,-77.03126759
